5.2	-15.493
5.202	-14.21
5.204	-19.127
5.206	-17.945
5.208	-19.048
5.21	-15.065
5.212	-17.155
5.214	-15.005
5.216	-15.984
5.218	-16.385
5.22	-15.872
5.222	-10.729
5.224	-19.301
5.226	-15.758
5.228	-12.863
5.23	-14.26
5.232	-13.161
5.234	-13.491
5.236	-16.155
5.238	-11.366
5.24	-12.24
5.242	-14.756
5.244	-8.4885
5.246	-18.579
5.248	-11.994
5.25	-12.897
5.252	-12.646
5.254	-14.461
5.256	-15.921
5.258	-10.621
5.26	-12.016
5.262	-11.537
5.264	-11.887
5.266	-10.103
5.268	-14.385
5.27	-11.855
5.272	-11.658
5.274	-12.025
5.276	-12.69
5.278	-10.013
5.28	-7.6893
5.282	-17.794
5.284	-5.8726
5.286	-17.304
5.288	-4.8528
5.29	-7.8199
5.292	-9.4218
5.294	-9.5498
5.296	-9.5257
5.298	-10.148
5.3	-11.624
5.302	-8.6135
5.304	-8.9193
5.306	-12.562
5.308	-6.6825
5.31	-12.125
5.312	-4.36
5.314	-8.3923
5.316	-8.4281
5.318	-10.855
5.32	-7.1643
5.322	-8.1528
5.324	-8.444
5.326	-7.9985
5.328	-5.7331
5.33	-4.1954
5.332	-8.6731
5.334	-8.192
5.336	-8.2235
5.338	-8.5634
5.34	-6.6668
5.342	-11.759
5.344	-7.1599
5.346	-6.6786
5.348	-9.0197
5.35	-4.9327
5.352	-5.0682
5.354	-5.3004
5.356	-9.0498
5.358	-4.04
5.36	-4.9963
5.362	-3.2557
5.364	-8.4345
5.366	-7.9375
5.368	-11.031
5.37	-1.1504
5.372	-8.9201
5.374	-2.467
5.376	-5.3521
5.378	-5.5704
5.38	-6.1989
5.382	-6.7052
5.384	-7.5846
5.386	-4.6396
5.388	-3.7051
5.39	-6.6305
5.392	-6.4359
5.394	-3.8514
5.396	-4.0659
5.398	-2.9968
5.4	-6.0687
5.402	-3.0191
5.404	-3.7916
5.406	-3.0307
5.408	-1.9943
5.41	0.96112
5.412	-8.6621
5.414	-1.9717
5.416	-2.0361
5.418	-0.9873
5.42	-6.6201
5.422	-3.8047
5.424	-3.8009
5.426	-2.5494
5.428	-0.2684
5.43	-4.5857
5.432	-1.6734
5.434	-2.547
5.436	-3.055
5.438	-2.6887
5.44	-0.53561
5.442	-0.73372
5.444	-2.4609
5.446	-1.6413
5.448	-1.5319
5.45	-3.4847
5.452	-0.99095
5.454	-1.5282
5.456	-4.2015
5.458	-1.1386
5.46	0.073088
5.462	-0.80423
5.464	-1.3093
5.466	-3.5527
5.468	2.5591
5.47	-3.0094
5.472	0.72252
5.474	0.57986
5.476	2.0144
5.478	2.4191
5.48	3.4275
5.482	3.6739
5.484	3.3994
5.486	-1.9753
5.488	-1.3086
5.49	-0.33552
5.492	-0.45398
5.494	2.799
5.496	-0.28558
5.498	-2.6165
5.5	1.1152
5.502	3.4941
5.504	-1.7072
5.506	2.5896
5.508	1.7742
5.51	2.7883
5.512	-0.94302
5.514	4.8437
5.516	-1.8465
5.518	-2.9625
5.52	7.2173
5.522	-2.7197
5.524	1.5661
5.526	2.6251
5.528	-0.07472
5.53	4.2557
5.532	3.6224
5.534	3.3909
5.536	1.8455
5.538	2.1292
5.54	-1.4803
5.542	3.0872
5.544	1.6254
5.546	5.04
5.548	2.7189
5.55	7.0679
5.552	0.96557
5.554	5.9674
5.556	3.7994
5.558	5.6999
5.56	6.2818
5.562	3.191
5.564	-2.952
5.566	6.0128
5.568	7.5942
5.57	4
5.572	3.6964
5.574	4.078
5.576	2.0893
5.578	1.3945
5.58	5.0493
5.582	4.6002
5.584	6.0242
5.586	5.6569
5.588	7.8208
5.59	3.0918
5.592	7.9526
5.594	8.5483
5.596	8.2388
5.598	5.7571
5.6	8.7795
5.602	9.0193
5.604	4.7005
5.606	7.503
5.608	3.4763
5.61	8.604
5.612	7.6159
5.614	8.5848
5.616	4.0901
5.618	3.1509
5.62	6.5903
5.622	7.4231
5.624	3.1425
5.626	9.2939
5.628	7.6917
5.63	6.5866
5.632	5.2513
5.634	7.1366
5.636	7.4416
5.638	7.9859
5.64	4.848
5.642	7.1464
5.644	7.8504
5.646	4.7877
5.648	6.6462
5.65	5.0661
5.652	5.2387
5.654	5.7071
5.656	6.3522
5.658	5.875
5.66	6.697
5.662	5.2145
5.664	2.4592
5.666	5.5945
5.668	4.3573
5.67	3.7987
5.672	3.8151
5.674	5.1361
5.676	8.3813
5.678	5.9843
5.68	2.2225
5.682	4.0896
5.684	3.7898
5.686	5.8691
5.688	7.0395
5.69	6.6522
5.692	-0.47447
5.694	2.7937
5.696	6.3974
5.698	6.8079
5.7	5.6168
5.702	6.2067
5.704	6.2492
5.706	6.2769
5.708	5.2832
5.71	4.0559
5.712	6.3925
5.714	6.2124
5.716	7.2705
5.718	-1.1954
5.72	0.57787
5.722	0.64139
5.724	0.42274
5.726	2.0267
5.728	2.4424
5.73	3.7126
5.732	0.17743
5.734	2.6713
5.736	2.5064
5.738	5.7033
5.74	6.0263
5.742	5.9191
5.744	6.7169
5.746	6.9355
5.748	1.9009
5.75	1.7858
5.752	5.4931
5.754	7.42
5.756	0.14532
5.758	6.1162
5.76	6.6961
5.762	4.9351
5.764	1.253
5.766	1.2425
5.768	1.6724
5.77	0.879
5.772	6.1549
5.774	2.4166
5.776	3.3133
5.778	4.9764
5.78	5.5119
5.782	5.6107
5.784	2.1231
5.786	5.0995
5.788	4.2783
5.79	3.1618
5.792	0.93189
5.794	1.7321
5.796	0.83923
5.798	6.6114
5.8	-3.0983
5.802	6.9576
5.804	2.7555
5.806	1.3552
5.808	-1.6962
5.81	-2.6205
5.812	7.1886
5.814	2.3453
5.816	1.0421
5.818	-0.70166
5.82	6.172
5.822	0.77873
5.824	3.0326
5.826	1.7898
5.828	0.97696
5.83	1.3291
5.832	3.0192
5.834	2.9562
5.836	6.1919
5.838	6.0816
5.84	5.6717
5.842	1.5777
5.844	-0.79433
5.846	3.3098
5.848	1.296
5.85	2.3958
5.852	4.0694
5.854	4.0396
5.856	3.58
5.858	3.9695
5.86	2.3988
5.862	0.2382
5.864	0.11551
5.866	0.83169
5.868	3.8614
5.87	-3.5942
5.872	3.1298
5.874	1.4329
5.876	-2.0757
5.878	3.9978
5.88	4.1202
5.882	-0.88946
5.884	0.090469
5.886	3.0993
5.888	-0.5197
5.89	-2.7448
5.892	3.1859
5.894	0.77559
5.896	1.0167
5.898	2.1539
5.9	2.7968
5.902	-0.79398
5.904	0.12748
5.906	1.8101
5.908	-0.10073
5.91	3.3824
5.912	4.0997
5.914	4.5582
5.916	-4.1158
5.918	-2.8707
5.92	0.13228
5.922	-3.8327
5.924	-1.8988
5.926	1.7994
5.928	3.9523
5.93	-1.5896
5.932	-2.208
5.934	-0.37516
5.936	0.99049
5.938	0.57621
5.94	-1.7569
5.942	3.5272
5.944	-4.0897
5.946	1.2078
5.948	1.0316
5.95	-0.044891
5.952	1.5201
5.954	2.0608
5.956	-0.157
5.958	0.44895
5.96	1.3287
5.962	-0.021267
5.964	0.23342
5.966	0.7412
5.968	0.90655
5.97	1.4805
5.972	-0.19293
5.974	-0.77841
5.976	-3.3918
5.978	-1.7066
5.98	0.069446
5.982	-3.2766
5.984	0.3063
5.986	-0.32465
5.988	0.6949
5.99	-4.141
5.992	2.7006
5.994	3.23
5.996	0.61148
5.998	-2.8071
6	0.15579
6.002	1.8418
6.004	0.70952
6.006	-0.50686
6.008	-0.28235
6.01	-0.86475
6.012	-0.66881
6.014	-2.137
6.016	-0.82066
6.018	-1.8595
6.02	2.5436
6.022	2.577
6.024	-1.1533
6.026	-1.7937
6.028	-1.1916
6.03	0.99479
6.032	-0.1301
6.034	1.3105
6.036	1.7292
6.038	1.0623
6.04	1.7162
6.042	-0.15736
6.044	1.8793
6.046	0.58891
6.048	0.054969
6.05	-1.6697
6.052	0.80247
6.054	0.094807
6.056	-2.6135
6.058	1.8933
6.06	1.146
6.062	-6.468
6.064	2.6981
6.066	-0.57704
6.068	-1.9921
6.07	0.206
6.072	-1.4192
6.074	0.085063
6.076	-3.4056
6.078	-7.1278
6.08	-0.17513
6.082	-2.5549
6.084	1.4577
6.086	0.68639
6.088	0.13988
6.09	0.26349
6.092	0.020354
6.094	-0.91442
6.096	0.34254
6.098	-3.0906
6.1	0.44855
6.102	1.4401
6.104	-0.64612
6.106	3.0061
6.108	0.66729
6.11	-1.5386
6.112	-1.8454
6.114	-1.3667
6.116	-1.1016
6.118	-0.27358
6.12	-0.88674
6.122	-2.5982
6.124	-2.0004
6.126	-3.8584
6.128	1.0107
6.13	2.1752
6.132	-0.1806
6.134	1.3404
6.136	-0.19676
6.138	-5.3365
6.14	-2.6951
6.142	-1.9084
6.144	-0.56661
6.146	-1.3923
6.148	-0.21823
6.15	-0.14841
6.152	-2.2324
6.154	2.1486
6.156	-0.93624
6.158	-1.615
6.16	-2.5753
6.162	0.89704
6.164	1.3412
6.166	-1.0787
6.168	-1.9286
6.17	-0.24989
6.172	-2.0907
6.174	-1.347
6.176	-1.2038
6.178	-0.13541
6.18	0.099186
6.182	0.0040564
6.184	-2.7152
6.186	-3.2785
6.188	-5.3884
6.19	1.6885
6.192	-3.2761
6.194	-2.6126
6.196	-2.4628
6.198	0.34173
6.2	-0.040592
6.202	2.2453
6.204	-2.1658
6.206	1.1868
6.208	3.288
6.21	-4.452
6.212	2.4217
6.214	-0.94281
6.216	2.4946
6.218	0.883
6.22	-0.74908
6.222	0.46265
6.224	-3.633
6.226	1.3179
6.228	-0.41178
6.23	-2.5728
6.232	2.2835
6.234	-1.2491
6.236	-2.6367
6.238	-0.56548
6.24	0.068752
6.242	-1.6204
6.244	0.43308
6.246	-0.53876
6.248	-3.1674
6.25	2.3872
6.252	1.5856
6.254	1.8574
6.256	-3.4245
6.258	-1.2065
6.26	-0.67097
6.262	-1.3406
6.264	-0.72148
6.266	-2.6923
6.268	-0.64415
6.27	-0.64604
6.272	-0.30008
6.274	-0.83428
6.276	-0.64108
6.278	-0.83517
6.28	-0.66714
6.282	0.24714
6.284	-2.1142
6.286	-0.91876
6.288	-1.5155
6.29	-0.56864
6.292	-0.60928
6.294	0.60608
6.296	-1.8268
6.298	-2.4532
6.3	0.32873
6.302	1.1618
6.304	0.91227
6.306	-1.5668
6.308	-0.5059
6.31	0.072882
6.312	-2.9048
6.314	0.72297
6.316	-0.01566
6.318	0.17569
6.32	-2.6061
6.322	-7.2193
6.324	-2.5736
6.326	-0.058588
6.328	-2.486
6.33	0.13841
6.332	-4.3969
6.334	-2.673
6.336	3.7852
6.338	3.7188
6.34	3.5614
6.342	1.1944
6.344	-2.0853
6.346	1.2312
6.348	0.42023
6.35	-0.18559
6.352	-1.6475
6.354	-2.289
6.356	-0.71769
6.358	-1.4927
6.36	-5.8156
6.362	3.8334
6.364	3.3555
6.366	-0.22826
6.368	-0.61064
6.37	-1.5202
6.372	-3.0453
6.374	-0.60565
6.376	-3.3138
6.378	-1.6036
6.38	3.9681
6.382	1.7948
6.384	-3.3462
6.386	0.27027
6.388	-0.95079
6.39	1.994
6.392	0.56647
6.394	-0.98551
6.396	1.0018
6.398	-1.5735
6.4	-1.4259
6.402	0.5201
6.404	-2.4688
6.406	0.26595
6.408	0.19856
6.41	-2.9705
6.412	0.033219
6.414	-0.11655
6.416	-3.4512
6.418	-1.9382
6.42	-2.2433
6.422	-2.639
6.424	-7.3094
6.426	-1.2275
6.428	0.50879
6.43	-3.3605
6.432	-0.46658
6.434	-0.004996
6.436	-3.9372
6.438	2.2992
6.44	-4.3732
6.442	0.40328
6.444	-3.2146
6.446	-3.9787
6.448	-2.285
6.45	0.12253
6.452	-1.3671
6.454	0.97133
6.456	-0.45123
6.458	-1.145
6.46	-2.0925
6.462	-0.9075
6.464	0.77778
6.466	-8.4229
6.468	0.61761
6.47	-1.4096
6.472	-0.53446
6.474	-3.301
6.476	-0.75348
6.478	-2.1513
6.48	-1.9987
6.482	-3.7202
6.484	-2.9308
6.486	-4.0186
6.488	-1.0751
6.49	-0.25734
6.492	0.29121
6.494	-4.1272
6.496	-2.1468
6.498	-1.4033
6.5	-3.6331
6.502	-0.29552
6.504	-2.4514
6.506	-2.9075
6.508	-2.0823
6.51	-2.943
6.512	-0.62149
6.514	-4.5453
6.516	-4.071
6.518	-2.9819
6.52	-4.2964
6.522	-3.0751
6.524	-6.119
6.526	-1.75
6.528	-3.2441
6.53	-1.5285
6.532	-1.4967
6.534	-7.2036
6.536	-0.48975
6.538	-6.908
6.54	-0.71722
6.542	-0.89304
6.544	-1.0004
6.546	-2.7454
6.548	-2.5066
6.55	-3.5502
6.552	-0.74637
6.554	-2.454
6.556	-2.7043
6.558	-2.3952
6.56	-5.1783
6.562	-3.4467
6.564	-2.9406
6.566	-5.5179
6.568	-1.2662
6.57	-4.6659
6.572	-5.1598
6.574	-3.3797
6.576	-3.9693
6.578	-2.5749
6.58	-4.9039
6.582	-3.6729
6.584	-8.671
6.586	-1.0134
6.588	-3.0866
6.59	-6.2294
6.592	-4.4895
6.594	-5.6243
6.596	-3.5459
6.598	-3.5345
6.6	-3.9716
6.602	-3.5469
6.604	-3.2807
6.606	-5.1755
6.608	-5.3363
6.61	-4.0027
6.612	-9.7675
6.614	-3.6782
6.616	-9.1876
6.618	-4.937
6.62	-5.6154
6.622	-8.973
6.624	-11.865
6.626	-1.7461
6.628	-4.8246
6.63	-5.9489
6.632	-5.1849
6.634	-4.7283
6.636	-3.462
6.638	-4.0272
6.64	-3.8599
6.642	-6.8018
6.644	-7.3727
6.646	-6.877
6.648	-3.2801
6.65	-9.4418
6.652	-2.5674
6.654	-5.6217
6.656	-8.7399
6.658	-4.2206
6.66	-6.9192
6.662	-6.3834
6.664	-8.4611
6.666	-2.2825
6.668	-2.9556
6.67	-5.2187
6.672	-6.835
6.674	-5.4942
6.676	-5.964
6.678	-8.4209
6.68	-9.8347
6.682	-7.3408
6.684	-5.2433
6.686	-5.1191
6.688	-3.1444
6.69	-8.4255
6.692	-6.8436
6.694	-11.228
6.696	-3.4493
6.698	-6.4593
6.7	-5.6445
6.702	-5.1632
6.704	-7.2403
6.706	-4.6961
6.708	-7.8147
6.71	-6.5792
6.712	-7.1178
6.714	-10.846
6.716	-8.7557
6.718	-6.7546
6.72	-4.6172
6.722	-6.4909
6.724	-4.989
6.726	-5.9425
6.728	-6.6666
6.73	-5.8329
6.732	-7.3906
6.734	-7.9168
6.736	-6.4012
6.738	-7.3085
6.74	-10.735
6.742	-10.79
6.744	-4.9325
6.746	-6.7758
6.748	-7.3928
6.75	-6.1454
6.752	-4.8058
6.754	-12.417
6.756	-11.402
6.758	-5.7504
6.76	-4.1135
6.762	-14.719
6.764	-6.3218
6.766	-6.8493
6.768	-9.9373
6.77	-6.0791
6.772	-6.3363
6.774	-6.0934
6.776	-7.0571
6.778	-7.7255
6.78	-6.9032
6.782	-12.249
6.784	-9.5702
6.786	-4.9944
6.788	-5.6621
6.79	-11.96
6.792	-4.7889
6.794	-4.2165
6.796	-5.7637
6.798	-7.1818
6.8	-10.871
6.802	-7.4782
6.804	-5.9175
6.806	-9.0813
6.808	-10.09
6.81	-4.8561
6.812	-10.491
6.814	-4.5081
6.816	-7.6944
6.818	-5.8244
6.82	-10.011
6.822	-5.9399
6.824	-6.3459
6.826	-7.8731
6.828	-12.822
6.83	-16.1
6.832	-4.8183
6.834	-9.3466
6.836	-7.9842
6.838	-9.8716
6.84	-8.9775
6.842	-9.0092
6.844	-8.4449
6.846	-7.2131
6.848	-9.4139
6.85	-7.1685
6.852	-6.1131
6.854	-10.96
